slug,first_quote_ts,strategy,threshold_usd,side,btc_move_2m,mid_up_prob_2m,outcome_up,pnl
btc-updown-5m-1777024500,2026-04-24 09:55:01+00:00,momentum_buy_down_after_drop,30,buy_down,-38.36000000000058,0.175,0.0,0.16500000000000004
btc-updown-5m-1777024800,2026-04-24 10:00:01+00:00,momentum_buy_down_after_drop,30,buy_down,-68.44000000000233,0.105,0.0,0.09499999999999999
btc-updown-5m-1777025100,2026-04-24 10:05:02+00:00,momentum_buy_down_after_drop,30,buy_down,-52.79000000000815,0.185,1.0,-0.825
btc-updown-5m-1777029300,2026-04-24 11:15:00+00:00,momentum_buy_down_after_drop,30,buy_down,-74.75,0.095,0.0,0.08499999999999998
btc-updown-5m-1777030500,2026-04-24 11:35:01+00:00,momentum_buy_down_after_drop,30,buy_down,-62.320000000006985,0.145,0.0,0.135
btc-updown-5m-1777031100,2026-04-24 11:45:01+00:00,momentum_buy_down_after_drop,30,buy_down,-90.42999999999302,0.095,0.0,0.08499999999999998
btc-updown-5m-1777035000,2026-04-24 12:50:01+00:00,momentum_buy_down_after_drop,30,buy_down,-31.860000000000582,0.485,0.0,0.475
btc-updown-5m-1777036500,2026-04-24 13:15:01+00:00,momentum_buy_down_after_drop,30,buy_down,-37.80999999999767,0.325,1.0,-0.685
btc-updown-5m-1777036800,2026-04-24 13:20:00+00:00,momentum_buy_down_after_drop,30,buy_down,-49.59999999999127,0.235,0.0,0.22499999999999998
btc-updown-5m-1777037100,2026-04-24 13:25:01+00:00,momentum_buy_down_after_drop,30,buy_down,-67.51000000000931,0.135,0.0,0.125
btc-updown-5m-1777037400,2026-04-24 13:30:01+00:00,momentum_buy_down_after_drop,30,buy_down,-52.49000000000524,0.335,1.0,-0.675
btc-updown-5m-1777037700,2026-04-24 13:35:01+00:00,momentum_buy_down_after_drop,30,buy_down,-93.45999999999185,0.175,0.0,0.16500000000000004
btc-updown-5m-1777038000,2026-04-24 13:40:00+00:00,momentum_buy_down_after_drop,30,buy_down,-87.40999999998894,0.205,0.0,0.19499999999999995
btc-updown-5m-1777038600,2026-04-24 13:50:00+00:00,momentum_buy_down_after_drop,30,buy_down,-49.98999999999069,0.365,0.0,0.355
btc-updown-5m-1777039200,2026-04-24 14:00:02+00:00,momentum_buy_down_after_drop,30,buy_down,-98.41000000000349,0.135,0.0,0.125
btc-updown-5m-1777040400,2026-04-24 14:20:02+00:00,momentum_buy_down_after_drop,30,buy_down,-40.779999999998836,0.325,0.0,0.31499999999999995
btc-updown-5m-1777040700,2026-04-24 14:25:02+00:00,momentum_buy_down_after_drop,30,buy_down,-104.51000000000931,0.155,0.0,0.14500000000000002
btc-updown-5m-1777041600,2026-04-24 14:40:02+00:00,momentum_buy_down_after_drop,30,buy_down,-67.36999999999534,0.215,0.0,0.20499999999999996
btc-updown-5m-1777042800,2026-04-24 15:00:01+00:00,momentum_buy_down_after_drop,30,buy_down,-167.93000000000757,0.045,0.0,0.03500000000000004
btc-updown-5m-1777044900,2026-04-24 15:35:01+00:00,momentum_buy_down_after_drop,30,buy_down,-50.80000000000291,0.195,0.0,0.18500000000000005
btc-updown-5m-1777046400,2026-04-24 16:00:01+00:00,momentum_buy_down_after_drop,30,buy_down,-99.61000000000058,0.095,0.0,0.08499999999999998
btc-updown-5m-1777047600,2026-04-24 16:20:01+00:00,momentum_buy_down_after_drop,30,buy_down,-42.19999999999709,0.285,1.0,-0.7250000000000001
btc-updown-5m-1777048500,2026-04-24 16:35:01+00:00,momentum_buy_down_after_drop,30,buy_down,-32.80000000000291,0.275,0.0,0.265
btc-updown-5m-1777048800,2026-04-24 16:40:01+00:00,momentum_buy_down_after_drop,30,buy_down,-192.5,0.025,0.0,0.015000000000000022
btc-updown-5m-1777050000,2026-04-24 17:00:01+00:00,momentum_buy_down_after_drop,30,buy_down,-70.5399999999936,0.15,0.0,0.14
btc-updown-5m-1777053600,2026-04-24 18:00:00+00:00,momentum_buy_down_after_drop,30,buy_down,-35.929999999993015,0.335,0.0,0.32499999999999996
btc-updown-5m-1777053900,2026-04-24 18:05:01+00:00,momentum_buy_down_after_drop,30,buy_down,-30.070000000006985,0.335,0.0,0.32499999999999996
btc-updown-5m-1777054500,2026-04-24 18:15:02+00:00,momentum_buy_down_after_drop,30,buy_down,-116.10000000000582,0.055,0.0,0.04500000000000005
btc-updown-5m-1777057500,2026-04-24 19:05:02+00:00,momentum_buy_down_after_drop,30,buy_down,-59.05999999999767,0.125,0.0,0.115
btc-updown-5m-1777058400,2026-04-24 19:20:01+00:00,momentum_buy_down_after_drop,30,buy_down,-41.95999999999185,0.17,0.0,0.16000000000000003
btc-updown-5m-1777059900,2026-04-24 19:45:01+00:00,momentum_buy_down_after_drop,30,buy_down,-35.080000000001746,0.225,0.0,0.21499999999999997
btc-updown-5m-1777062300,2026-04-24 20:25:01+00:00,momentum_buy_down_after_drop,30,buy_down,-35.529999999998836,0.195,1.0,-0.815
btc-updown-5m-1777064400,2026-04-24 21:00:02+00:00,momentum_buy_down_after_drop,30,buy_down,-30.80999999999767,0.255,1.0,-0.755
btc-updown-5m-1777064700,2026-04-24 21:05:01+00:00,momentum_buy_down_after_drop,30,buy_down,-42.770000000004075,0.135,0.0,0.125
btc-updown-5m-1777066500,2026-04-24 21:35:01+00:00,momentum_buy_down_after_drop,30,buy_down,-30.139999999999418,0.225,0.0,0.21499999999999997
btc-updown-5m-1777069800,2026-04-24 22:30:01+00:00,momentum_buy_down_after_drop,30,buy_down,-49.63999999999942,0.135,0.0,0.125
btc-updown-5m-1777075800,2026-04-25 00:10:01+00:00,momentum_buy_down_after_drop,30,buy_down,-37.51000000000931,0.195,0.0,0.18500000000000005
btc-updown-5m-1776999000,2026-04-24 02:50:02+00:00,momentum_buy_down_after_drop,40,buy_down,-90.69000000000233,0.075,0.0,0.06499999999999996
btc-updown-5m-1777000500,2026-04-24 03:15:01+00:00,momentum_buy_down_after_drop,40,buy_down,-72.66000000000349,0.105,0.0,0.09499999999999999
btc-updown-5m-1777000800,2026-04-24 03:20:01+00:00,momentum_buy_down_after_drop,40,buy_down,-45.80999999999767,0.165,0.0,0.15500000000000003
btc-updown-5m-1777001400,2026-04-24 03:30:01+00:00,momentum_buy_down_after_drop,40,buy_down,-90.69000000000233,0.105,0.0,0.09499999999999999
btc-updown-5m-1777002000,2026-04-24 03:40:01+00:00,momentum_buy_down_after_drop,40,buy_down,-65.42999999999302,0.155,0.0,0.14500000000000002
btc-updown-5m-1777004700,2026-04-24 04:25:01+00:00,momentum_buy_down_after_drop,40,buy_down,-71.2899999999936,0.085,0.0,0.07499999999999997
btc-updown-5m-1777011600,2026-04-24 06:20:02+00:00,momentum_buy_down_after_drop,40,buy_down,-42.94999999999709,0.225,0.0,0.21499999999999997
btc-updown-5m-1777011900,2026-04-24 06:25:02+00:00,momentum_buy_down_after_drop,40,buy_down,-43.41000000000349,0.125,0.0,0.115
btc-updown-5m-1777012500,2026-04-24 06:35:01+00:00,momentum_buy_down_after_drop,40,buy_down,-53.50999999999476,0.175,0.0,0.16500000000000004
btc-updown-5m-1777017600,2026-04-24 08:00:01+00:00,momentum_buy_down_after_drop,40,buy_down,-42.65000000000873,0.235,0.0,0.22499999999999998
btc-updown-5m-1777023900,2026-04-24 09:45:01+00:00,momentum_buy_down_after_drop,40,buy_down,-49.84999999999127,0.155,0.0,0.14500000000000002
btc-updown-5m-1777024800,2026-04-24 10:00:01+00:00,momentum_buy_down_after_drop,40,buy_down,-68.44000000000233,0.105,0.0,0.09499999999999999
btc-updown-5m-1777025100,2026-04-24 10:05:02+00:00,momentum_buy_down_after_drop,40,buy_down,-52.79000000000815,0.185,1.0,-0.825
btc-updown-5m-1777029300,2026-04-24 11:15:00+00:00,momentum_buy_down_after_drop,40,buy_down,-74.75,0.095,0.0,0.08499999999999998
btc-updown-5m-1777030500,2026-04-24 11:35:01+00:00,momentum_buy_down_after_drop,40,buy_down,-62.320000000006985,0.145,0.0,0.135
btc-updown-5m-1777031100,2026-04-24 11:45:01+00:00,momentum_buy_down_after_drop,40,buy_down,-90.42999999999302,0.095,0.0,0.08499999999999998
btc-updown-5m-1777036800,2026-04-24 13:20:00+00:00,momentum_buy_down_after_drop,40,buy_down,-49.59999999999127,0.235,0.0,0.22499999999999998
btc-updown-5m-1777037100,2026-04-24 13:25:01+00:00,momentum_buy_down_after_drop,40,buy_down,-67.51000000000931,0.135,0.0,0.125
btc-updown-5m-1777037400,2026-04-24 13:30:01+00:00,momentum_buy_down_after_drop,40,buy_down,-52.49000000000524,0.335,1.0,-0.675
btc-updown-5m-1777037700,2026-04-24 13:35:01+00:00,momentum_buy_down_after_drop,40,buy_down,-93.45999999999185,0.175,0.0,0.16500000000000004
btc-updown-5m-1777038000,2026-04-24 13:40:00+00:00,momentum_buy_down_after_drop,40,buy_down,-87.40999999998894,0.205,0.0,0.19499999999999995
btc-updown-5m-1777038600,2026-04-24 13:50:00+00:00,momentum_buy_down_after_drop,40,buy_down,-49.98999999999069,0.365,0.0,0.355
btc-updown-5m-1777039200,2026-04-24 14:00:02+00:00,momentum_buy_down_after_drop,40,buy_down,-98.41000000000349,0.135,0.0,0.125
btc-updown-5m-1777040400,2026-04-24 14:20:02+00:00,momentum_buy_down_after_drop,40,buy_down,-40.779999999998836,0.325,0.0,0.31499999999999995
btc-updown-5m-1777040700,2026-04-24 14:25:02+00:00,momentum_buy_down_after_drop,40,buy_down,-104.51000000000931,0.155,0.0,0.14500000000000002
btc-updown-5m-1777041600,2026-04-24 14:40:02+00:00,momentum_buy_down_after_drop,40,buy_down,-67.36999999999534,0.215,0.0,0.20499999999999996
btc-updown-5m-1777042800,2026-04-24 15:00:01+00:00,momentum_buy_down_after_drop,40,buy_down,-167.93000000000757,0.045,0.0,0.03500000000000004
btc-updown-5m-1777044900,2026-04-24 15:35:01+00:00,momentum_buy_down_after_drop,40,buy_down,-50.80000000000291,0.195,0.0,0.18500000000000005
btc-updown-5m-1777046400,2026-04-24 16:00:01+00:00,momentum_buy_down_after_drop,40,buy_down,-99.61000000000058,0.095,0.0,0.08499999999999998
btc-updown-5m-1777047600,2026-04-24 16:20:01+00:00,momentum_buy_down_after_drop,40,buy_down,-42.19999999999709,0.285,1.0,-0.7250000000000001
btc-updown-5m-1777048800,2026-04-24 16:40:01+00:00,momentum_buy_down_after_drop,40,buy_down,-192.5,0.025,0.0,0.015000000000000022
btc-updown-5m-1777050000,2026-04-24 17:00:01+00:00,momentum_buy_down_after_drop,40,buy_down,-70.5399999999936,0.15,0.0,0.14
btc-updown-5m-1777054500,2026-04-24 18:15:02+00:00,momentum_buy_down_after_drop,40,buy_down,-116.10000000000582,0.055,0.0,0.04500000000000005
btc-updown-5m-1777057500,2026-04-24 19:05:02+00:00,momentum_buy_down_after_drop,40,buy_down,-59.05999999999767,0.125,0.0,0.115
btc-updown-5m-1777058400,2026-04-24 19:20:01+00:00,momentum_buy_down_after_drop,40,buy_down,-41.95999999999185,0.17,0.0,0.16000000000000003
btc-updown-5m-1777064700,2026-04-24 21:05:01+00:00,momentum_buy_down_after_drop,40,buy_down,-42.770000000004075,0.135,0.0,0.125
btc-updown-5m-1777069800,2026-04-24 22:30:01+00:00,momentum_buy_down_after_drop,40,buy_down,-49.63999999999942,0.135,0.0,0.125
btc-updown-5m-1776999000,2026-04-24 02:50:02+00:00,momentum_buy_down_after_drop,50,buy_down,-90.69000000000233,0.075,0.0,0.06499999999999996
btc-updown-5m-1777000500,2026-04-24 03:15:01+00:00,momentum_buy_down_after_drop,50,buy_down,-72.66000000000349,0.105,0.0,0.09499999999999999
btc-updown-5m-1777001400,2026-04-24 03:30:01+00:00,momentum_buy_down_after_drop,50,buy_down,-90.69000000000233,0.105,0.0,0.09499999999999999
btc-updown-5m-1777002000,2026-04-24 03:40:01+00:00,momentum_buy_down_after_drop,50,buy_down,-65.42999999999302,0.155,0.0,0.14500000000000002
btc-updown-5m-1777004700,2026-04-24 04:25:01+00:00,momentum_buy_down_after_drop,50,buy_down,-71.2899999999936,0.085,0.0,0.07499999999999997
btc-updown-5m-1777012500,2026-04-24 06:35:01+00:00,momentum_buy_down_after_drop,50,buy_down,-53.50999999999476,0.175,0.0,0.16500000000000004
btc-updown-5m-1777024800,2026-04-24 10:00:01+00:00,momentum_buy_down_after_drop,50,buy_down,-68.44000000000233,0.105,0.0,0.09499999999999999
btc-updown-5m-1777025100,2026-04-24 10:05:02+00:00,momentum_buy_down_after_drop,50,buy_down,-52.79000000000815,0.185,1.0,-0.825
btc-updown-5m-1777029300,2026-04-24 11:15:00+00:00,momentum_buy_down_after_drop,50,buy_down,-74.75,0.095,0.0,0.08499999999999998
btc-updown-5m-1777030500,2026-04-24 11:35:01+00:00,momentum_buy_down_after_drop,50,buy_down,-62.320000000006985,0.145,0.0,0.135
btc-updown-5m-1777031100,2026-04-24 11:45:01+00:00,momentum_buy_down_after_drop,50,buy_down,-90.42999999999302,0.095,0.0,0.08499999999999998
btc-updown-5m-1777037100,2026-04-24 13:25:01+00:00,momentum_buy_down_after_drop,50,buy_down,-67.51000000000931,0.135,0.0,0.125
btc-updown-5m-1777037400,2026-04-24 13:30:01+00:00,momentum_buy_down_after_drop,50,buy_down,-52.49000000000524,0.335,1.0,-0.675
btc-updown-5m-1777037700,2026-04-24 13:35:01+00:00,momentum_buy_down_after_drop,50,buy_down,-93.45999999999185,0.175,0.0,0.16500000000000004
btc-updown-5m-1777038000,2026-04-24 13:40:00+00:00,momentum_buy_down_after_drop,50,buy_down,-87.40999999998894,0.205,0.0,0.19499999999999995
btc-updown-5m-1777039200,2026-04-24 14:00:02+00:00,momentum_buy_down_after_drop,50,buy_down,-98.41000000000349,0.135,0.0,0.125
btc-updown-5m-1777040700,2026-04-24 14:25:02+00:00,momentum_buy_down_after_drop,50,buy_down,-104.51000000000931,0.155,0.0,0.14500000000000002
btc-updown-5m-1777041600,2026-04-24 14:40:02+00:00,momentum_buy_down_after_drop,50,buy_down,-67.36999999999534,0.215,0.0,0.20499999999999996
btc-updown-5m-1777042800,2026-04-24 15:00:01+00:00,momentum_buy_down_after_drop,50,buy_down,-167.93000000000757,0.045,0.0,0.03500000000000004
btc-updown-5m-1777044900,2026-04-24 15:35:01+00:00,momentum_buy_down_after_drop,50,buy_down,-50.80000000000291,0.195,0.0,0.18500000000000005
btc-updown-5m-1777046400,2026-04-24 16:00:01+00:00,momentum_buy_down_after_drop,50,buy_down,-99.61000000000058,0.095,0.0,0.08499999999999998
btc-updown-5m-1777048800,2026-04-24 16:40:01+00:00,momentum_buy_down_after_drop,50,buy_down,-192.5,0.025,0.0,0.015000000000000022
btc-updown-5m-1777050000,2026-04-24 17:00:01+00:00,momentum_buy_down_after_drop,50,buy_down,-70.5399999999936,0.15,0.0,0.14
btc-updown-5m-1777054500,2026-04-24 18:15:02+00:00,momentum_buy_down_after_drop,50,buy_down,-116.10000000000582,0.055,0.0,0.04500000000000005
btc-updown-5m-1777057500,2026-04-24 19:05:02+00:00,momentum_buy_down_after_drop,50,buy_down,-59.05999999999767,0.125,0.0,0.115
btc-updown-5m-1776999000,2026-04-24 02:50:02+00:00,momentum_buy_down_after_drop,75,buy_down,-90.69000000000233,0.075,0.0,0.06499999999999996
btc-updown-5m-1777001400,2026-04-24 03:30:01+00:00,momentum_buy_down_after_drop,75,buy_down,-90.69000000000233,0.105,0.0,0.09499999999999999
btc-updown-5m-1777031100,2026-04-24 11:45:01+00:00,momentum_buy_down_after_drop,75,buy_down,-90.42999999999302,0.095,0.0,0.08499999999999998
btc-updown-5m-1777037700,2026-04-24 13:35:01+00:00,momentum_buy_down_after_drop,75,buy_down,-93.45999999999185,0.175,0.0,0.16500000000000004
btc-updown-5m-1777038000,2026-04-24 13:40:00+00:00,momentum_buy_down_after_drop,75,buy_down,-87.40999999998894,0.205,0.0,0.19499999999999995
btc-updown-5m-1777039200,2026-04-24 14:00:02+00:00,momentum_buy_down_after_drop,75,buy_down,-98.41000000000349,0.135,0.0,0.125
btc-updown-5m-1777040700,2026-04-24 14:25:02+00:00,momentum_buy_down_after_drop,75,buy_down,-104.51000000000931,0.155,0.0,0.14500000000000002
btc-updown-5m-1777042800,2026-04-24 15:00:01+00:00,momentum_buy_down_after_drop,75,buy_down,-167.93000000000757,0.045,0.0,0.03500000000000004
btc-updown-5m-1777046400,2026-04-24 16:00:01+00:00,momentum_buy_down_after_drop,75,buy_down,-99.61000000000058,0.095,0.0,0.08499999999999998
btc-updown-5m-1777048800,2026-04-24 16:40:01+00:00,momentum_buy_down_after_drop,75,buy_down,-192.5,0.025,0.0,0.015000000000000022
btc-updown-5m-1777054500,2026-04-24 18:15:02+00:00,momentum_buy_down_after_drop,75,buy_down,-116.10000000000582,0.055,0.0,0.04500000000000005
btc-updown-5m-1777040700,2026-04-24 14:25:02+00:00,momentum_buy_down_after_drop,100,buy_down,-104.51000000000931,0.155,0.0,0.14500000000000002
btc-updown-5m-1777042800,2026-04-24 15:00:01+00:00,momentum_buy_down_after_drop,100,buy_down,-167.93000000000757,0.045,0.0,0.03500000000000004
btc-updown-5m-1777048800,2026-04-24 16:40:01+00:00,momentum_buy_down_after_drop,100,buy_down,-192.5,0.025,0.0,0.015000000000000022
btc-updown-5m-1777054500,2026-04-24 18:15:02+00:00,momentum_buy_down_after_drop,100,buy_down,-116.10000000000582,0.055,0.0,0.04500000000000005
btc-updown-5m-1777001100,2026-04-24 03:25:02+00:00,momentum_buy_up_after_rise,10,buy_up,77.5,0.905,1.0,0.08499999999999998
btc-updown-5m-1777001700,2026-04-24 03:35:02+00:00,momentum_buy_up_after_rise,10,buy_up,73.97000000000116,0.815,1.0,0.17500000000000004
btc-updown-5m-1777002600,2026-04-24 03:50:01+00:00,momentum_buy_up_after_rise,10,buy_up,49.55999999999767,0.855,1.0,0.135
btc-updown-5m-1777005000,2026-04-24 04:30:01+00:00,momentum_buy_up_after_rise,10,buy_up,47.669999999998254,0.675,1.0,0.31499999999999995
btc-updown-5m-1777005300,2026-04-24 04:35:01+00:00,momentum_buy_up_after_rise,10,buy_up,51.129999999990105,0.835,0.0,-0.845
btc-updown-5m-1777005900,2026-04-24 04:45:02+00:00,momentum_buy_up_after_rise,10,buy_up,23.44000000000233,0.725,1.0,0.265
btc-updown-5m-1777006500,2026-04-24 04:55:02+00:00,momentum_buy_up_after_rise,10,buy_up,13.539999999993597,0.605,0.0,-0.615
btc-updown-5m-1777008000,2026-04-24 05:20:02+00:00,momentum_buy_up_after_rise,10,buy_up,57.7899999999936,0.875,1.0,0.115
btc-updown-5m-1777008300,2026-04-24 05:25:02+00:00,momentum_buy_up_after_rise,10,buy_up,16.99000000000524,0.695,1.0,0.29500000000000004
btc-updown-5m-1777008600,2026-04-24 05:30:01+00:00,momentum_buy_up_after_rise,10,buy_up,60.029999999998836,0.725,1.0,0.265
btc-updown-5m-1777009500,2026-04-24 05:45:02+00:00,momentum_buy_up_after_rise,10,buy_up,28.620000000009895,0.645,1.0,0.345
btc-updown-5m-1777009800,2026-04-24 05:50:01+00:00,momentum_buy_up_after_rise,10,buy_up,18.620000000009895,0.535,0.0,-0.545
btc-updown-5m-1777010100,2026-04-24 05:55:02+00:00,momentum_buy_up_after_rise,10,buy_up,205.20999999999185,0.965,1.0,0.02500000000000003
btc-updown-5m-1777012800,2026-04-24 06:40:02+00:00,momentum_buy_up_after_rise,10,buy_up,36.9600000000064,0.675,0.0,-0.685
btc-updown-5m-1777013400,2026-04-24 06:50:01+00:00,momentum_buy_up_after_rise,10,buy_up,48.36999999999534,0.825,1.0,0.16500000000000004
btc-updown-5m-1777014600,2026-04-24 07:10:01+00:00,momentum_buy_up_after_rise,10,buy_up,18.610000000000582,0.635,0.0,-0.645
btc-updown-5m-1777015500,2026-04-24 07:25:01+00:00,momentum_buy_up_after_rise,10,buy_up,39.86999999999534,0.735,1.0,0.255
btc-updown-5m-1777018500,2026-04-24 08:15:01+00:00,momentum_buy_up_after_rise,10,buy_up,135.47000000000116,0.965,1.0,0.02500000000000003
btc-updown-5m-1777018800,2026-04-24 08:20:02+00:00,momentum_buy_up_after_rise,10,buy_up,90.66000000000349,0.855,1.0,0.135
btc-updown-5m-1777020300,2026-04-24 08:45:01+00:00,momentum_buy_up_after_rise,10,buy_up,49.5,0.87,1.0,0.12000000000000001
btc-updown-5m-1777020600,2026-04-24 08:50:01+00:00,momentum_buy_up_after_rise,10,buy_up,26.55999999999767,0.645,1.0,0.345
btc-updown-5m-1777021800,2026-04-24 09:10:01+00:00,momentum_buy_up_after_rise,10,buy_up,16.029999999998836,0.575,1.0,0.41500000000000004
btc-updown-5m-1777023000,2026-04-24 09:30:02+00:00,momentum_buy_up_after_rise,10,buy_up,38.55000000000291,0.705,1.0,0.28500000000000003
btc-updown-5m-1777023600,2026-04-24 09:40:01+00:00,momentum_buy_up_after_rise,10,buy_up,21.630000000004657,0.685,1.0,0.30499999999999994
btc-updown-5m-1777026000,2026-04-24 10:20:01+00:00,momentum_buy_up_after_rise,10,buy_up,21.10999999998603,0.715,1.0,0.275
btc-updown-5m-1777026300,2026-04-24 10:25:02+00:00,momentum_buy_up_after_rise,10,buy_up,37.86999999999534,0.785,1.0,0.20499999999999996
btc-updown-5m-1777027500,2026-04-24 10:45:01+00:00,momentum_buy_up_after_rise,10,buy_up,32.189999999987776,0.755,1.0,0.235
btc-updown-5m-1777028400,2026-04-24 11:00:02+00:00,momentum_buy_up_after_rise,10,buy_up,180.6700000000128,0.965,1.0,0.02500000000000003
btc-updown-5m-1777029000,2026-04-24 11:10:01+00:00,momentum_buy_up_after_rise,10,buy_up,32.99000000000524,0.56,1.0,0.42999999999999994
btc-updown-5m-1777029600,2026-04-24 11:20:00+00:00,momentum_buy_up_after_rise,10,buy_up,55.90000000000873,0.695,1.0,0.29500000000000004
btc-updown-5m-1777030200,2026-04-24 11:30:01+00:00,momentum_buy_up_after_rise,10,buy_up,24.70999999999185,0.615,1.0,0.375
btc-updown-5m-1777030800,2026-04-24 11:40:02+00:00,momentum_buy_up_after_rise,10,buy_up,15.099999999991269,0.585,1.0,0.405
btc-updown-5m-1777031400,2026-04-24 11:50:02+00:00,momentum_buy_up_after_rise,10,buy_up,11.679999999993015,0.605,0.0,-0.615
btc-updown-5m-1777031700,2026-04-24 11:55:02+00:00,momentum_buy_up_after_rise,10,buy_up,21.589999999996508,0.655,1.0,0.33499999999999996
btc-updown-5m-1777032300,2026-04-24 12:05:02+00:00,momentum_buy_up_after_rise,10,buy_up,26.589999999996508,0.725,0.0,-0.735
btc-updown-5m-1777032600,2026-04-24 12:10:01+00:00,momentum_buy_up_after_rise,10,buy_up,59.029999999998836,0.825,1.0,0.16500000000000004
btc-updown-5m-1777032900,2026-04-24 12:15:00+00:00,momentum_buy_up_after_rise,10,buy_up,17.489999999990687,0.615,0.0,-0.625
btc-updown-5m-1777034100,2026-04-24 12:35:02+00:00,momentum_buy_up_after_rise,10,buy_up,19.919999999998254,0.675,0.0,-0.685
btc-updown-5m-1777034400,2026-04-24 12:40:02+00:00,momentum_buy_up_after_rise,10,buy_up,39.69999999999709,0.795,0.0,-0.805
btc-updown-5m-1777034700,2026-04-24 12:45:01+00:00,momentum_buy_up_after_rise,10,buy_up,57.770000000004075,0.835,0.0,-0.845
btc-updown-5m-1777035300,2026-04-24 12:55:02+00:00,momentum_buy_up_after_rise,10,buy_up,77.49000000000524,0.875,1.0,0.115
btc-updown-5m-1777035600,2026-04-24 13:00:02+00:00,momentum_buy_up_after_rise,10,buy_up,45.929999999993015,0.735,1.0,0.255
btc-updown-5m-1777036200,2026-04-24 13:10:00+00:00,momentum_buy_up_after_rise,10,buy_up,27.429999999993015,0.57,0.0,-0.58
btc-updown-5m-1777038300,2026-04-24 13:45:02+00:00,momentum_buy_up_after_rise,10,buy_up,22.94999999999709,0.645,0.0,-0.655
btc-updown-5m-1777039500,2026-04-24 14:05:01+00:00,momentum_buy_up_after_rise,10,buy_up,20.5,0.565,1.0,0.42500000000000004
btc-updown-5m-1777039800,2026-04-24 14:10:02+00:00,momentum_buy_up_after_rise,10,buy_up,30.720000000001164,0.585,0.0,-0.595
btc-updown-5m-1777040100,2026-04-24 14:15:01+00:00,momentum_buy_up_after_rise,10,buy_up,23.919999999998254,0.615,1.0,0.375
btc-updown-5m-1777041300,2026-04-24 14:35:02+00:00,momentum_buy_up_after_rise,10,buy_up,27.19000000000233,0.625,1.0,0.365
btc-updown-5m-1777041900,2026-04-24 14:45:01+00:00,momentum_buy_up_after_rise,10,buy_up,60.0,0.805,0.0,-0.8150000000000001
btc-updown-5m-1777042200,2026-04-24 14:50:01+00:00,momentum_buy_up_after_rise,10,buy_up,43.529999999998836,0.685,1.0,0.30499999999999994
btc-updown-5m-1777042500,2026-04-24 14:55:01+00:00,momentum_buy_up_after_rise,10,buy_up,33.90999999998894,0.695,1.0,0.29500000000000004
btc-updown-5m-1777043400,2026-04-24 15:10:02+00:00,momentum_buy_up_after_rise,10,buy_up,80.2100000000064,0.885,1.0,0.105
btc-updown-5m-1777044000,2026-04-24 15:20:01+00:00,momentum_buy_up_after_rise,10,buy_up,43.30000000000291,0.715,1.0,0.275
btc-updown-5m-1777044300,2026-04-24 15:25:01+00:00,momentum_buy_up_after_rise,10,buy_up,12.679999999993015,0.605,1.0,0.385
btc-updown-5m-1777045500,2026-04-24 15:45:02+00:00,momentum_buy_up_after_rise,10,buy_up,90.97999999999593,0.725,0.0,-0.735
btc-updown-5m-1777045800,2026-04-24 15:50:01+00:00,momentum_buy_up_after_rise,10,buy_up,85.2899999999936,0.805,1.0,0.18499999999999994
btc-updown-5m-1777046700,2026-04-24 16:05:00+00:00,momentum_buy_up_after_rise,10,buy_up,43.05999999999767,0.725,0.0,-0.735
btc-updown-5m-1777049100,2026-04-24 16:45:02+00:00,momentum_buy_up_after_rise,10,buy_up,20.189999999987776,0.705,0.0,-0.715
btc-updown-5m-1777052100,2026-04-24 17:35:00+00:00,momentum_buy_up_after_rise,10,buy_up,91.66000000000349,0.915,1.0,0.07499999999999997
btc-updown-5m-1777052400,2026-04-24 17:40:02+00:00,momentum_buy_up_after_rise,10,buy_up,40.41000000000349,0.795,1.0,0.19499999999999995
btc-updown-5m-1777053000,2026-04-24 17:50:01+00:00,momentum_buy_up_after_rise,10,buy_up,52.80000000000291,0.825,1.0,0.16500000000000004
btc-updown-5m-1777054800,2026-04-24 18:20:00+00:00,momentum_buy_up_after_rise,10,buy_up,50.24000000000524,0.815,1.0,0.17500000000000004
btc-updown-5m-1777055100,2026-04-24 18:25:01+00:00,momentum_buy_up_after_rise,10,buy_up,40.33999999999651,0.685,1.0,0.30499999999999994
btc-updown-5m-1777055400,2026-04-24 18:30:01+00:00,momentum_buy_up_after_rise,10,buy_up,17.269999999989523,0.645,1.0,0.345
btc-updown-5m-1777056300,2026-04-24 18:45:02+00:00,momentum_buy_up_after_rise,10,buy_up,30.979999999995925,0.745,0.0,-0.755
btc-updown-5m-1777058100,2026-04-24 19:15:00+00:00,momentum_buy_up_after_rise,10,buy_up,56.979999999995925,0.835,1.0,0.15500000000000003
btc-updown-5m-1777059000,2026-04-24 19:30:02+00:00,momentum_buy_up_after_rise,10,buy_up,34.16000000000349,0.825,1.0,0.16500000000000004
btc-updown-5m-1777060500,2026-04-24 19:55:01+00:00,momentum_buy_up_after_rise,10,buy_up,10.180000000007567,0.645,1.0,0.345
btc-updown-5m-1777061100,2026-04-24 20:05:02+00:00,momentum_buy_up_after_rise,10,buy_up,18.330000000001746,0.675,0.0,-0.685
btc-updown-5m-1777061400,2026-04-24 20:10:01+00:00,momentum_buy_up_after_rise,10,buy_up,15.759999999994761,0.665,1.0,0.32499999999999996
